,player_id,perf_date,season,latest,player_url,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_id,league_level,club_team_id,club_position,club_jersey_number,club_loaned_from,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,best_position,2nd_position,value_million_eur
144517,195668,2022-09-26 00:00:00,2022.0,True,/player/195668/joel-robles-blazquez/230002,GK,75,75,2800000.0,26000.0,32,195,90,13.0,1.0,8.0,SUB,22.0,,Right,2,1,1,Medium/Medium,Normal (185+),5300000.0,,,,,,,,,12,11,12,15,13,18,11,20,26,25,50,56,50,70,39,54,59,25,72,11,23,22,13,41,15,54.0,11,11,14,76,73,72,73,77,52.0,29+2,29+2,29+2,27,29,29,29,27,28+2,28+2,28+2,28+2,26+2,26+2,26+2,28+2,25+2,25+2,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2,74+1,https://cdn.sofifa.net/players/195/668/23_120.png,GK,,2.8
144524,197756,2022-09-26 00:00:00,2022.0,True,/player/197756/jordan-ayew/230002,"RW, ST, RM",75,75,5500000.0,50000.0,30,182,81,13.0,1.0,1799.0,RW,9.0,,Right,3,4,2,Medium/High,Normal (170-185),10500000.0,,"Flair, Technical Dribbler (AI)",74.0,73.0,69.0,77.0,55.0,73.0,72,72,73,73,71,78,73,67,54,77,74,74,78,75,73,75,71,74,72,71,74,50,74,72,73,69.0,51,58,47,6,8,7,16,8,,74+1,74+1,74+1,75,75,75,75,75,74+1,74+1,74+1,73+2,70+2,70+2,70+2,73+2,65+2,63+2,63+2,63+2,65+2,64+2,62+2,62+2,62+2,64+2,17+2,https://cdn.sofifa.net/players/197/756/23_120.png,RW, ST,5.5
144544,201118,2022-09-26 00:00:00,2022.0,True,/player/201118/cedric-ricardo-alves-soares/230002,RB,75,75,4800000.0,58000.0,30,172,67,13.0,1.0,1.0,SUB,17.0,,Right,4,3,2,High/Medium,Normal (170-185),9100000.0,,Early Crosser,71.0,61.0,70.0,75.0,73.0,64.0,72,54,65,76,50,75,66,64,69,76,76,66,73,73,81,76,72,66,57,65,75,74,69,62,60,69.0,70,77,74,11,14,12,12,11,,67+2,67+2,67+2,70,70,70,70,70,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,73+2,71+2,71+2,71+2,73+2,19+2,https://cdn.sofifa.net/players/201/118/23_120.png,RB,,4.8
144548,201510,2022-09-26 00:00:00,2022.0,True,/player/201510/layvin-kurzawa/230002,LB,75,75,4900000.0,57000.0,29,182,74,13.0,1.0,144.0,SUB,3.0,Paris Saint Germain,Left,3,3,2,High/Low,Lean (170-185),,,"Injury Prone, Speed Dribbler (AI)",71.0,65.0,72.0,76.0,72.0,69.0,75,66,72,75,61,76,69,53,67,80,75,67,70,70,69,69,83,66,68,62,73,73,74,75,54,74.0,70,74,73,14,10,7,9,15,,71+2,71+2,71+2,73,73,73,73,73,73+2,73+2,73+2,74+1,73+2,73+2,73+2,74+1,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,73+2,18+2,https://cdn.sofifa.net/players/201/510/23_120.png,LB,,4.9
144555,202849,2022-09-26 00:00:00,2022.0,True,/player/202849/jannik-vestergaard/230002,CB,75,75,4700000.0,60000.0,29,199,96,13.0,1.0,95.0,RES,23.0,,Right,4,2,2,Medium/Medium,Lean (185+),8900000.0,"#Aerial Threat, #Strength","Long Passer (AI), Power Header",32.0,48.0,61.0,49.0,75.0,77.0,46,34,82,69,28,45,41,52,75,58,30,34,29,72,28,83,66,54,87,47,84,74,40,60,59,72.0,74,75,73,16,11,11,15,10,,55+2,55+2,55+2,48,52,52,52,48,53+2,53+2,53+2,52+2,62+2,62+2,62+2,52+2,61+2,71+2,71+2,71+2,61+2,64+2,75,75,75,64+2,19+2,https://cdn.sofifa.net/players/202/849/23_120.png,CB,,4.7
144560,203487,2022-09-26 00:00:00,2022.0,True,/player/203487/jamaal-lascelles/230002,CB,75,76,5500000.0,64000.0,28,188,83,13.0,1.0,13.0,SUB,6.0,,Right,3,2,2,Low/Medium,Stocky (185+),10900000.0,,"Leadership, Power Header",41.0,35.0,49.0,53.0,75.0,75.0,46,34,78,61,33,45,37,16,55,60,40,41,53,71,51,51,82,51,84,27,82,76,23,40,19,63.0,74,75,75,10,15,7,10,15,,49+2,49+2,49+2,46,46,46,46,46,48+2,48+2,48+2,48+2,54+2,54+2,54+2,48+2,62+2,67+2,67+2,67+2,62+2,64+2,75+1,75+1,75+1,64+2,19+2,https://cdn.sofifa.net/players/203/487/23_120.png,CB,,5.5
144561,203570,2022-09-26 00:00:00,2022.0,True,/player/203570/stuart-dallas/230002,"CM, LB, CDM",75,75,4600000.0,36000.0,31,180,79,13.0,1.0,8.0,SUB,15.0,,Right,4,3,1,High/High,Lean (170-185),8700000.0,#Engine,"Leadership, Long Shot Taker (AI), Team Player",70.0,70.0,71.0,74.0,73.0,76.0,66,71,63,76,59,74,57,50,71,75,68,71,72,75,69,70,57,92,73,72,68,74,72,74,57,75.0,74,74,73,13,7,11,13,7,,71+2,71+2,71+2,72,73,73,73,72,74+1,74+1,74+1,73+2,75,75,75,73+2,75,75,75,75,75,74+1,72+2,72+2,72+2,74+1,17+2,https://cdn.sofifa.net/players/203/570/23_120.png,CM, LB,4.6
144566,204760,2022-09-26 00:00:00,2022.0,True,/player/204760/charlie-taylor/230002,LB,75,75,5000000.0,38000.0,28,185,70,14.0,2.0,1796.0,LCB,3.0,,Left,2,3,1,High/High,Normal (185+),9500000.0,,Dives Into Tackles (AI),69.0,52.0,70.0,72.0,74.0,78.0,74,46,71,72,43,74,69,61,68,72,67,71,67,72,66,63,76,76,78,59,80,74,59,65,45,74.0,74,75,75,13,6,14,13,8,,64+2,64+2,64+2,67,66,66,66,67,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,73+2,75,75,75,73+2,17+2,https://cdn.sofifa.net/players/204/760/23_120.png,LB,,5.0
144569,205201,2022-09-26 00:00:00,2022.0,True,/player/205201/okay-yokuslu/230002,"CDM, CM, CB",75,76,5500000.0,31000.0,28,191,79,14.0,2.0,109.0,LDM,35.0,,Right,3,3,1,Medium/High,Lean (185+),10900000.0,,Power Header,59.0,70.0,70.0,70.0,73.0,81.0,67,65,78,73,70,70,72,60,72,74,58,60,61,70,59,79,68,81,83,75,80,74,68,70,60,71.0,71,72,70,12,16,10,13,7,,71+2,71+2,71+2,68,70,70,70,68,70+2,70+2,70+2,69+2,72+2,72+2,72+2,69+2,71+2,74+2,74+2,74+2,71+2,71+2,74+2,74+2,74+2,71+2,18+2,https://cdn.sofifa.net/players/205/201/23_120.png,CDM, CM,5.5
144572,205346,2022-09-26 00:00:00,2022.0,True,/player/205346/ryan-fredericks/230002,"RB, RWB",75,75,4900000.0,40000.0,29,181,74,13.0,1.0,1943.0,SUB,2.0,,Right,3,3,1,High/Medium,Normal (170-185),9800000.0,#Speedster,"Injury Prone, Speed Dribbler (AI)",91.0,51.0,66.0,73.0,69.0,67.0,73,47,56,72,51,74,64,42,60,71,89,92,75,71,76,58,62,68,65,46,73,69,65,60,61,63.0,71,71,73,16,7,8,15,9,,64+2,64+2,64+2,70,67,67,67,70,68+2,68+2,68+2,71+2,66+2,66+2,66+2,71+2,73+2,69+2,69+2,69+2,73+2,73+2,69+2,69+2,69+2,73+2,18+2,https://cdn.sofifa.net/players/205/346/23_120.png,RB, RWB,4.9
144581,205970,2022-09-26 00:00:00,2022.0,True,/player/205970/jed-wallace/230002,"CAM, RW",75,75,5500000.0,34000.0,28,178,70,14.0,2.0,109.0,RM,17.0,,Right,4,4,1,High/Medium,Normal (170-185),10500000.0,,"Early Crosser, Long Shot Taker (AI), Playmaker (AI), Team Player",77.0,72.0,74.0,75.0,45.0,67.0,74,73,49,74,61,76,68,73,70,75,78,76,80,74,74,70,68,87,61,72,58,40,73,77,71,65.0,45,49,43,12,14,14,11,6,,70+2,70+2,70+2,75,74,74,74,75,75,75,75,75,72+2,72+2,72+2,75,64+2,61+2,61+2,61+2,64+2,61+2,53+2,53+2,53+2,61+2,18+2,https://cdn.sofifa.net/players/205/970/23_120.png,CAM, RW,5.5
144582,205989,2022-09-26 00:00:00,2022.0,True,/player/205989/calum-chambers/230002,"CB, RB, CDM",75,76,5500000.0,58000.0,27,182,77,13.0,1.0,2.0,SUB,16.0,,Right,3,2,2,Low/High,Normal (170-185),10900000.0,,,65.0,56.0,69.0,68.0,76.0,73.0,70,54,73,75,47,66,60,49,70,74,63,66,60,74,66,60,75,62,77,58,77,76,57,64,54,66.0,76,77,74,11,14,12,7,12,,64+2,64+2,64+2,66,65,65,65,66,67+2,67+2,67+2,67+2,69+2,69+2,69+2,67+2,72+2,74+2,74+2,74+2,72+2,72+2,75+1,75+1,75+1,72+2,18+2,https://cdn.sofifa.net/players/205/989/23_120.png,CB, RB,5.5
144583,205990,2022-09-26 00:00:00,2022.0,True,/player/205990/harrison-reed/230002,"CDM, CM",75,77,6000000.0,44000.0,27,175,72,13.0,1.0,144.0,RDM,6.0,,Right,3,3,1,Medium/High,Normal (170-185),11900000.0,,"Injury Prone, Dives Into Tackles (AI)",69.0,57.0,72.0,70.0,72.0,74.0,73,53,51,74,40,67,65,61,72,69,76,64,77,74,82,65,65,79,69,63,80,76,63,70,49,70.0,75,74,71,7,12,14,10,11,,63+2,63+2,63+2,68,66,66,66,68,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,73+2,74+2,74+2,74+2,73+2,72+2,71+2,71+2,71+2,72+2,17+2,https://cdn.sofifa.net/players/205/990/23_120.png,CDM, CM,6.0
144585,206075,2022-09-26 00:00:00,2022.0,True,/player/206075/sam-johnstone/230002,GK,75,77,4700000.0,36000.0,29,193,85,13.0,1.0,1799.0,SUB,21.0,,Right,3,1,2,Medium/Medium,Normal (185+),9300000.0,,Solid Player,,,,,,,17,11,17,27,15,16,16,17,35,18,45,38,55,68,27,51,63,42,68,16,24,17,11,48,42,32.0,22,17,20,77,72,68,74,77,42.0,28+2,28+2,28+2,26,28,28,28,26,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,30+2,30+2,30+2,28+2,28+2,28+2,28+2,28+2,28+2,74+2,https://cdn.sofifa.net/players/206/075/23_120.png,GK,,4.7
144587,206115,2022-09-26 00:00:00,2022.0,True,/player/206115/isaac-hayden/230002,"CDM, CM, CB",75,76,6000000.0,61000.0,27,185,79,14.0,2.0,1792.0,SUB,8.0,Newcastle United,Right,4,2,1,Low/High,Normal (185+),,,"Dives Into Tackles (AI), Team Player",54.0,60.0,63.0,70.0,75.0,77.0,43,53,67,74,35,71,45,43,69,74,55,54,54,75,60,75,71,76,77,66,81,74,69,71,45,72.0,76,76,74,9,15,8,8,12,,66+2,66+2,66+2,65,68,68,68,65,69+2,69+2,69+2,66+2,72+2,72+2,72+2,66+2,69+2,74+2,74+2,74+2,69+2,69+2,74+2,74+2,74+2,69+2,18+2,https://cdn.sofifa.net/players/206/115/23_120.png,CDM, CM,6.0
144590,206516,2022-09-26 00:00:00,2022.0,True,/player/206516/will-hughes/230002,"CM, CDM",75,76,6500000.0,46000.0,27,185,74,13.0,1.0,1799.0,SUB,19.0,,Left,3,4,1,Medium/Medium,Lean (185+),12800000.0,,Playmaker (AI),48.0,64.0,77.0,76.0,68.0,63.0,76,67,58,80,50,77,67,62,76,78,65,34,68,75,67,60,49,72,58,62,70,65,72,80,66,79.0,69,71,69,7,15,12,9,12,,66+2,66+2,66+2,72,71,71,71,72,74+2,74+2,74+2,73+2,75+1,75+1,75+1,73+2,70+2,72+2,72+2,72+2,70+2,68+2,67+2,67+2,67+2,68+2,18+2,https://cdn.sofifa.net/players/206/516/23_120.png,CM, CDM,6.5
144591,206594,2022-09-26 00:00:00,2022.0,True,/player/206594/solly-march/230002,"LWB, RM",75,75,5500000.0,49000.0,27,180,77,13.0,1.0,1808.0,RM,7.0,,Left,2,3,1,High/High,Lean (170-185),10500000.0,,Technical Dribbler (AI),73.0,67.0,74.0,77.0,67.0,62.0,79,64,48,75,56,79,74,64,67,76,75,72,73,73,77,74,46,75,60,72,55,67,74,74,55,76.0,69,72,67,9,11,7,13,15,,69+2,69+2,69+2,74,73,73,73,74,74+1,74+1,74+1,75,73+2,73+2,73+2,75,73+2,70+2,70+2,70+2,73+2,71+2,65+2,65+2,65+2,71+2,18+2,https://cdn.sofifa.net/players/206/594/23_120.png,LWB, RM,5.5
144595,207557,2022-09-26 00:00:00,2022.0,True,/player/207557/robin-olsen/230002,GK,75,75,2800000.0,47000.0,32,198,89,13.0,1.0,2.0,SUB,25.0,,Right,2,1,1,Medium/Medium,Normal (185+),5300000.0,,,,,,,,,20,11,16,32,16,11,18,16,50,18,31,40,32,68,33,59,40,37,75,14,27,20,13,59,26,45.0,22,12,16,76,74,78,75,75,35.0,29+2,29+2,29+2,26,28,28,28,26,30+2,30+2,30+2,29+2,34+2,34+2,34+2,29+2,27+2,32+2,32+2,32+2,27+2,26+2,28+2,28+2,28+2,26+2,74+1,https://cdn.sofifa.net/players/207/557/23_120.png,GK,,2.8
144596,207928,2022-09-26 00:00:00,2022.0,True,/player/207928/tom-rogic/230002,"CM, CAM",75,75,5500000.0,34000.0,29,188,88,14.0,2.0,109.0,SUB,7.0,,Left,4,4,1,High/Medium,Normal (185+),10500000.0,,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",70.0,70.0,74.0,80.0,58.0,73.0,61,66,51,78,66,82,76,62,75,81,72,69,72,72,83,75,51,72,81,76,58,59,76,80,56,77.0,60,61,48,12,11,13,12,11,,72+2,72+2,72+2,75,76-1,76-1,76-1,75,77-2,77-2,77-2,75,75,75,75,75,66+2,69+2,69+2,69+2,66+2,64+2,62+2,62+2,62+2,64+2,18+2,https://cdn.sofifa.net/players/207/928/23_120.png,CM, CAM,5.5
144598,207998,2022-09-26 00:00:00,2022.0,True,/player/207998/danny-ward/230002,GK,75,75,3800000.0,49000.0,29,191,88,13.0,1.0,95.0,GK,1.0,,Right,3,1,1,Medium/Medium,Normal (185+),7200000.0,,,,,,,,,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56.0,8,20,18,75,73,67,74,76,45.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,74+1,https://cdn.sofifa.net/players/207/998/23_120.png,GK,,3.8
144600,208053,2022-09-26 00:00:00,2022.0,True,/player/208053/dimitrios-pelkas/230002,"CAM, LM, CM",75,75,5500000.0,56000.0,28,175,73,14.0,2.0,1952.0,LM,20.0,Fenerbahçe,Right,3,3,1,High/Medium,Lean (170-185),,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",77.0,69.0,73.0,77.0,43.0,58.0,67,67,46,76,69,78,76,72,72,75,80,75,85,67,88,70,53,72,51,73,60,40,73,75,66,69.0,48,39,41,11,15,11,10,16,,68+2,68+2,68+2,74,73,73,73,74,75,75,75,74+1,70+2,70+2,70+2,74+1,61+2,59+2,59+2,59+2,61+2,57+2,50+2,50+2,50+2,57+2,19+2,https://cdn.sofifa.net/players/208/053/23_120.png,CAM, LM,5.5
144616,210635,2022-09-26 00:00:00,2022.0,True,/player/210635/kortney-hause/230002,CB,75,77,6000000.0,58000.0,26,191,77,14.0,2.0,1795.0,SUB,30.0,Aston Villa,Left,2,2,1,Low/Medium,Normal (185+),,,Power Header,59.0,45.0,60.0,59.0,74.0,78.0,58,35,75,69,31,54,36,26,65,67,53,64,53,69,53,70,87,58,88,50,78,72,32,56,40,60.0,74,74,72,15,16,14,10,14,,56+2,56+2,56+2,55,55,55,55,55,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,66+2,70+2,70+2,70+2,66+2,68+2,75+2,75+2,75+2,68+2,20+2,https://cdn.sofifa.net/players/210/635/23_120.png,CB,,6.0
144623,211506,2022-09-26 00:00:00,2022.0,True,/player/211506/john-swift/230002,"CAM, CM",75,76,6500000.0,33000.0,27,182,73,14.0,2.0,109.0,CAM,19.0,,Right,2,4,1,Medium/Low,Lean (170-185),12800000.0,,"Power Free-Kick, Injury Prone, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",64.0,74.0,75.0,78.0,58.0,58.0,68,72,52,76,67,77,76,76,77,79,67,61,83,65,77,84,49,62,67,73,32,61,71,78,70,75.0,55,60,60,14,7,10,7,9,,71+2,71+2,71+2,73,73,73,73,73,75+1,75+1,75+1,72+2,73+2,73+2,73+2,72+2,65+2,66+2,66+2,66+2,65+2,64+2,59+2,59+2,59+2,64+2,15+2,https://cdn.sofifa.net/players/211/506/23_120.png,CAM, CM,6.5
144636,213655,2022-09-26 00:00:00,2022.0,True,/player/213655/alex-iwobi/230002,"RM, RWB, CM",75,76,6500000.0,36000.0,26,185,75,13.0,1.0,7.0,LCM,17.0,,Right,3,4,2,High/Medium,Normal (185+),12800000.0,,"Flair, Technical Dribbler (AI)",74.0,64.0,72.0,78.0,38.0,65.0,72,63,44,77,51,80,70,40,65,78,73,75,77,74,75,72,47,65,72,62,54,35,74,75,59,73.0,38,41,31,14,7,12,14,11,,69+2,69+2,69+2,74,73,73,73,74,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,59+2,58+2,58+2,58+2,59+2,55+2,49+2,49+2,49+2,55+2,18+2,https://cdn.sofifa.net/players/213/655/23_120.png,RM, RWB,6.5
144639,213991,2022-09-26 00:00:00,2022.0,True,/player/213991/jefferson-lerma/230002,"CDM, CM",75,75,5500000.0,38000.0,27,179,70,13.0,1.0,1943.0,RDM,8.0,,Right,4,3,1,Medium/Medium,Normal (170-185),11000000.0,,Dives Into Tackles (AI),70.0,64.0,69.0,72.0,72.0,81.0,66,56,65,75,56,70,66,65,70,74,68,71,70,71,76,79,87,81,77,73,88,72,59,64,58,73.0,73,73,75,16,14,11,7,9,,67+2,67+2,67+2,68,68,68,68,68,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,73+2,74+1,74+1,74+1,73+2,73+2,74+1,74+1,74+1,73+2,18+2,https://cdn.sofifa.net/players/213/991/23_120.png,CDM, CM,5.5
144659,216451,2022-09-26 00:00:00,2022.0,True,/player/216451/jean-michael-seri/230002,"CM, CDM",75,75,5500000.0,18000.0,30,171,74,14.0,2.0,1952.0,RDM,24.0,,Right,4,3,2,Medium/Medium,Normal (170-185),10500000.0,,"Flair, Long Passer (AI), Long Shot Taker (AI)",65.0,67.0,77.0,76.0,67.0,65.0,72,64,53,78,47,74,78,76,77,76,71,60,81,72,83,73,59,74,61,71,66,70,66,78,67,77.0,68,70,64,14,13,9,10,12,,67+2,67+2,67+2,72,71,71,71,72,74+1,74+1,74+1,73+2,75,75,75,73+2,71+2,72+2,72+2,72+2,71+2,69+2,66+2,66+2,66+2,69+2,19+2,https://cdn.sofifa.net/players/216/451/23_120.png,CM, CDM,5.5
144676,220421,2022-09-26 00:00:00,2022.0,True,/player/220421/hassane-kamara/230002,"LB, LM",75,75,5000000.0,16000.0,28,168,67,14.0,2.0,1795.0,RWB,14.0,Udinese,Left,3,3,1,High/Medium,Normal (170-),,,"Solid Player, Speed Dribbler (AI)",84.0,59.0,68.0,75.0,70.0,75.0,71,57,55,72,47,74,66,41,68,71,86,83,83,71,92,68,66,80,73,57,77,73,68,66,46,74.0,70,72,74,8,9,16,9,13,,67+2,67+2,67+2,71,70,70,70,71,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,74+1,72+2,72+2,72+2,74+1,73+2,71+2,71+2,71+2,73+2,17+2,https://cdn.sofifa.net/players/220/421/23_120.png,LB, LM,5.0
144678,220659,2022-09-26 00:00:00,2022.0,True,/player/220659/josh-brownhill/230002,"CM, RM",75,78,7500000.0,40000.0,26,180,69,14.0,2.0,1796.0,CAM,8.0,,Right,3,3,1,Medium/High,Normal (170-185),14800000.0,,"Long Throw-in, Solid Player, Long Shot Taker (AI)",67.0,65.0,71.0,74.0,75.0,78.0,65,61,67,74,54,73,63,70,73,76,71,64,70,77,71,76,84,89,71,71,78,82,69,71,46,72.0,72,77,68,8,11,12,7,9,,70+2,70+2,70+2,71,71,71,71,71,72+2,72+2,72+2,72+2,75+2,75+2,75+2,72+2,74+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,74+2,74+2,16+2,https://cdn.sofifa.net/players/220/659/23_120.png,CM, RM,7.5
144679,220714,2022-09-26 00:00:00,2022.0,True,/player/220714/philip-billing/230002,"CM, CAM",75,78,7500000.0,42000.0,26,197,80,13.0,1.0,1943.0,CAM,29.0,,Left,3,3,1,Medium/Medium,Lean (185+),15600000.0,,"Long Throw-in, Power Free-Kick, Long Shot Taker (AI)",58.0,71.0,71.0,72.0,72.0,79.0,62,67,73,76,68,74,74,68,74,76,51,63,54,76,49,84,61,81,80,73,76,74,73,71,52,75.0,70,74,70,11,7,10,14,13,,73+2,73+2,73+2,70,72,72,72,70,72+2,72+2,72+2,71+2,75+2,75+2,75+2,71+2,71+2,75+2,75+2,75+2,71+2,71+2,73+2,73+2,73+2,71+2,18+2,https://cdn.sofifa.net/players/220/714/23_120.png,CM, CAM,7.5
144689,222104,2022-09-26 00:00:00,2022.0,True,/player/222104/tosin-adarabioyo/230002,CB,75,82,10500000.0,38000.0,24,196,80,13.0,1.0,144.0,RCB,4.0,,Right,3,2,1,Low/Medium,Lean (185+),22100000.0,,"Dives Into Tackles (AI), Long Passer (AI)",72.0,31.0,57.0,58.0,75.0,77.0,38,30,71,73,25,50,30,22,71,66,66,76,53,71,53,36,77,68,82,28,75,74,28,51,35,76.0,75,77,74,14,11,11,8,9,,51+2,51+2,51+2,53,52,52,52,53,56+2,56+2,56+2,57+2,62+2,62+2,62+2,57+2,67+2,72+2,72+2,72+2,67+2,69+2,75+2,75+2,75+2,69+2,17+2,https://cdn.sofifa.net/players/222/104/23_120.png,CB,,10.5
144697,222951,2022-09-26 00:00:00,2022.0,True,/player/222951/marek-rodak/230002,GK,75,80,6500000.0,34000.0,25,194,81,13.0,1.0,144.0,SUB,1.0,,Right,3,1,1,Medium/Medium,Normal (185+),12800000.0,,,,,,,,,15,20,15,33,19,15,13,17,23,21,52,43,45,73,46,55,59,27,68,15,21,21,17,34,23,51.0,8,17,16,76,71,73,73,76,48.0,32+2,32+2,32+2,29,30,30,30,29,30+2,30+2,30+2,29+2,28+2,28+2,28+2,29+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,74+2,https://cdn.sofifa.net/players/222/951/23_120.png,GK,,6.5
144698,222994,2022-09-26 00:00:00,2022.0,True,/player/222994/marvelous-nakamba/230002,"CDM, CM",75,76,5500000.0,60000.0,28,178,71,13.0,1.0,2.0,SUB,19.0,,Left,2,3,1,Low/High,Normal (170-185),10900000.0,,Dives Into Tackles (AI),62.0,49.0,62.0,71.0,74.0,76.0,46,36,55,74,41,70,45,37,71,69,69,57,76,70,78,74,78,75,74,54,83,74,55,63,38,67.0,77,78,74,9,15,10,15,8,,59+2,59+2,59+2,62,63,63,63,62,65+2,65+2,65+2,64+2,68+2,68+2,68+2,64+2,69+2,74+2,74+2,74+2,69+2,69+2,73+2,73+2,73+2,69+2,18+2,https://cdn.sofifa.net/players/222/994/23_120.png,CDM, CM,5.5
144702,223334,2022-09-26 00:00:00,2022.0,True,/player/223334/joelinton-apolinario-de-lira/230002,"CM, ST",75,78,7500000.0,64000.0,25,186,81,13.0,1.0,13.0,LCM,7.0,,Right,3,3,1,High/High,Stocky (185+),14800000.0,#Engine,Technical Dribbler (AI),76.0,67.0,66.0,76.0,67.0,84.0,41,65,78,78,59,80,52,38,70,76,74,77,66,77,68,81,79,86,84,60,83,65,74,77,61,74.0,63,70,61,9,13,8,13,13,,74+2,74+2,74+2,72,75,75,75,72,75+2,75+2,75+2,73+2,75+2,75+2,75+2,73+2,69+2,73+2,73+2,73+2,69+2,69+2,72+2,72+2,72+2,69+2,19+2,https://cdn.sofifa.net/players/223/334/23_120.png,CM, ST,7.5
144707,224258,2022-09-26 00:00:00,2022.0,True,/player/224258/kristoffer-ajer/230002,"CB, RB",75,83,11500000.0,33000.0,24,196,94,13.0,1.0,1925.0,SUB,20.0,,Right,3,3,1,High/High,Normal (185+),24200000.0,#Strength,"Injury Prone, Dives Into Tackles (AI)",72.0,56.0,61.0,70.0,75.0,81.0,58,58,74,71,41,73,58,42,64,74,63,79,52,67,46,64,56,70,90,47,80,73,54,50,49,75.0,74,76,76,9,9,14,7,10,,66+2,66+2,66+2,65,65,65,65,65,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,71+2,72+2,72+2,72+2,71+2,72+2,75+2,75+2,75+2,72+2,15+2,https://cdn.sofifa.net/players/224/258/23_120.png,CB, RB,11.5
144710,224494,2022-09-26 00:00:00,2022.0,True,/player/224494/rico-henry/230002,"LWB, LB",75,78,7000000.0,33000.0,24,170,66,13.0,1.0,1925.0,LB,3.0,,Left,2,3,1,High/High,Lean (170-),13800000.0,#Speedster,Speed Dribbler (AI),90.0,40.0,59.0,74.0,70.0,72.0,66,40,48,67,33,69,48,39,50,74,91,89,89,73,90,43,92,80,65,34,76,72,65,52,43,65.0,72,73,71,13,12,12,6,12,,59+2,59+2,59+2,67,64,64,64,67,65+2,65+2,65+2,69+2,64+2,64+2,64+2,69+2,73+2,69+2,69+2,69+2,73+2,73+2,70+2,70+2,70+2,73+2,18+2,https://cdn.sofifa.net/players/224/494/23_120.png,LWB, LB,7.0
144715,225024,2022-09-26 00:00:00,2022.0,True,/player/225024/mason-holgate/230002,"CB, RB",75,78,6500000.0,31000.0,25,184,75,13.0,1.0,7.0,RCB,4.0,,Right,3,3,1,Medium/Medium,Normal (170-185),12800000.0,,"Dives Into Tackles (AI), Long Passer (AI)",71.0,43.0,68.0,68.0,76.0,76.0,67,37,75,76,40,67,53,35,76,70,68,74,67,72,64,55,76,73,75,42,81,76,52,63,40,70.0,74,77,75,13,12,9,8,16,,60+2,60+2,60+2,63,62,62,62,63,65+2,65+2,65+2,67+2,69+2,69+2,69+2,67+2,73+2,75+2,75+2,75+2,73+2,73+2,75+2,75+2,75+2,73+2,19+2,https://cdn.sofifa.net/players/225/024/23_120.png,CB, RB,6.5
